"uid"	"cat"	"name"	"screen_name"	"description"	"verified"	"location"	"lat"	"lon"	"country"	"created_at"	"followers_count"	"friends_count"	"statuses_count"	"favourites_count"	"listed_count"
23442900	""	"Bray Wanderers FC"	"BrayWanderers"	"Official Twitter account of Bray Wanderers Football Club. Premier Division, League of Ireland. Founded in 1942 and elected to the League in 1985. #BWFC30"	True	"Bray, Ireland"	53.20278	-6.09833	"Bray"	"2009-03"	7496.0	797.0	3258.0	1335.0	112.0
19273332	""	"Alex Lundry"	"alexlundry"	"Political Pollster, Microtargeter, Data-Miner, & Data Visualizer @DeepRootX. Chief Analytics Officer for @JebBush. Former Director of Data Science @MittRomney."	""	"Washington, DC"	38.89511	-77.03637	"Washington"	"2009-01"	4483.0	2413.0	7661.0	286.0	389.0
22005666	""	"Brandon"	"Brand_Allen"	"UNCA & Tar Heel grad. Lawyer. Politics, polls, elections, political speculation. #NeverTrump. Blog at https://t.co/bF9dq8oRuL"	""	"Charlotte, NC"	35.22709	-80.84313	"Charlotte"	"2009-02"	1544.0	737.0	56236.0	868.0	75.0
260036406	""	"Politics1.com"	"Politics1com"	"@RonGunzburger's https://t.co/PxZv6RyVa4 - The unbiased campaign 'just the facts' news tweets you need. Trusted online source of political insiders since 1997."	""	"United States"	39.76	-98.5	"United States"	"2011-03"	4493.0	552.0	9773.0	""	190.0
23680387	""	"Shads"	"Shadxx"	"Doctoral student of Culture & Communication. Iranian-American. Writer. Researcher. TV Aficionado. Word Enthusiast. Lover of Puns. #Hillary2016"	""	"Denver, CO"	39.73915	-104.9847	"Denver"	"2009-03"	232.0	1066.0	1640.0	876.0	6.0
20912252	""	"amy lamé"	"amylame"	"italianirishamericanbritfrancophile | soul of a londoner ❤️ of a jersey girl | broadcaster | writer | dj | campaigner | LGBTQ | agent: https://t.co/NtClVcoSvS"	""	"london | new jersey "	0.0	0.0	""	"2009-02"	14764.0	5472.0	8159.0	6689.0	243.0
253081186	""	"OpieOneCanopie"	"stymie23"	"BlueDog southpaw from Southwest Virginia Guarantee it won't rip, wear, tear, stretch, or pull apart at the seams. #UniteBlue https://t.co/EFACnTfKA7"	""	""	""	""	""	"2011-02"	1500.0	1939.0	4056.0	727.0	35.0
76540301	""	"Watching Politics"	"PoliticWatcher"	"Just a guy watching politics...(in no way affiliated with Politics Watch)"	""	"Ottawa"	45.41117	-75.69812	"Ottawa"	"2009-09"	375.0	675.0	3106.0	22.0	26.0
14869615	""	"Dorito Mussolini"	"JuliusGoat"	"Bazooka Joe continuity editor. My tweets do not reflect the views of my employer."	""	"Midnorthwest-Northeast-Midwest"	0.0	0.0	""	"2008-05"	529.0	199.0	22382.0	1574.0	28.0
15519984	""	"Clinton Bonner"	"clintonbon"	"Crowdsourcing & Open Innovation Strategist & Author Work: @Appirio - @topcoder team - Family, Comedy, Mets, Seahawks, Brit Rock & Tacos!!!"	""	"Westbrook, CT"	41.28538	-72.44759	"Westbrook"	"2008-07"	2869.0	2028.0	13772.0	2924.0	221.0
21907474	""	"Anupreeta Das"	"PreetaTweets"	"@WSJ writer covering Wall Street and politics; Warren Buffett/Berkshire; whatever else they throw my way. Recovering M&A reporter."	True	"New York"	40.71427	-74.00597	"New York"	"2009-02"	15193.0	191.0	11410.0	554.0	669.0
14607035	""	"Kyle Saunders"	"KyleLSaunders"	"Professor of Political Science @ Colorado State Univ (behavior/opinion/elections/policy); author, cocktail drinker, guitarist, biker, foodie & Buckeye fan; RT≠E"	""	"Fort Collins, CO"	40.58526	-105.08442	"Fort Collins"	"2008-04"	1081.0	961.0	4341.0	689.0	89.0
830829828	""	"Wow - Kate Bush"	"wowtheshow"	"A Celebration of the Music and Artistry of Kate Bush. Tickets on sale now for UK tour!"	""	""	""	""	""	"2012-09"	382.0	163.0	280.0	175.0	3.0
